"Tax Rate",税率,
Tax Summary,税务摘要,
"Tax and Totals",税额和总计,
Taxable Value,应税价值,
"Taxed Amount",已税金额,
Taxes,税收,
Teal,蓝绿色,
Telephone Expenses,电话费,
Template,模板,
"Template Builder",模板生成器,
"Template Compilation Error",模板编译错误,
"Template Name",模板名称,
"Template Type",模板类型,
"Template file saved",模板文件已保存,
Temporary,暂时,
Temporary Accounts,临时账户,
Temporary Opening,临时开放,
Terms,条款,
Th,星期四,
The following ${0} entries were created: ${1},"创建了以下 ${0} 个条目：${1}",
Theme Color,主题颜色,
This Month,本月,
This Quarter,本季度,
This Year,今年,
This action is permanent,此操作是永久性的,
This action is permanent and will cancel the following payment: ${0},"此操作是永久性的,并将取消以下付款：${0}",
This action is permanent and will cancel the following payments: ${0},"此操作是永久性的,并将取消以下付款：${0}",
This action is permanent and will delete associated ledger entries.,"此操作是永久性的,并将删除相关的分类帐条目。",
This action is permanent.,此操作是永久性的。,
Times New Roman,Times New Roman,
To,至,
To Account,到账户,
To Account and From Account can't be the same: ${0},到账户和从账户不能相同：${0},
To Date,到日期,
"To Loc.",到地点,
To Year,到年份,
"Toggle Edit Mode",切换编辑模式,
"Toggle Key Hints",切换键盘提示,
"Toggle Linked Entries widget, not available in Quick Edit view.","切换关联条目小部件,在快速编辑视图中不可用",
"Toggle sidebar",切换侧边栏,
"Toggle the Create filter",切换创建过滤器,
"Toggle the Docs filter",切换文档过滤器,
"Toggle the List filter",切换列表过滤器,
"Toggle the Page filter",切换页面过滤器,
"Toggle the Report filter",切换报告过滤器,
Top Expenses,最高费用,
Total,共计,
"Total Amount",总金额,
Total Asset (Debit),总资产（借方）,
Total Credit,贷方总额,
Total Debit,借方总额,
Total Debit: ${0} must be equal to Total Credit: ${1},总借方：${0} 必须等于总贷方：${1},
"Total Discount",总折扣,
Total Equity (Credit),总权益（信用）,
Total Expense (Debit),总费用（借方）,
Total Income (Credit),总收入（贷方）,
Total Liability (Credit),总负债（贷方）,
Total Profit,总利润,
Total Spending,总支出,
"Track Item",跟踪项目,
Transfer,转移,
"Transfer No",转移编号,
Transfer Type,转移类型,
"Transfer Unit",转移单位,
"Transfer Unit ${0} is not applicable for Item ${1}",转移单位 ${0} 不适用于项目 ${1},
"Transfer will cause future entries to have negative stock.",转移将导致未来条目的库存为负数。,
Travel Expenses,旅行开支,
Trial Balance,试算平衡表,
Tu,星期二,
Type,类型,
Type to search...,输入搜索...,
UOM,单位,
"UOM Conversion Item",单位换算项目,
"UOM Conversions",单位换算,
Unit,单位,
Unit Type,单位类型,
Unpaid,未付款,
"Unpaid ${0}",未付${0},
Unsecured Loans,无抵押贷款,
Until Date,截止日期,
"Use List Filters",使用列表过滤器,
User Remark,用户备注,
Utility Expenses,水电费,
"Validation Error",验证错误,
"Valuation Method",计价方法,
Value,数值,
Value missing for ${0},${0}的数值缺失,
"Value: ${0}",数值：${0},
Verify Imported Data,验证导入的数据,
Version,版本,
Version ${0} available,版本${0}可用,
View,查看,
"View Accounting Entries",查看会计分录,
"View Paid Invoices",查看已付款发票,
View Purchases,查看采购记录,
View Sales,查看销售记录,
"View Stock Entries",查看库存记录,
"View Unpaid Invoices",查看未付款发票,
"View linked entries",查看关联的记录,
We,星期三,
Welcome to Frappe Books,欢迎使用 Frappe Books,
Write Off,注销,
Write Off Account,注销账户,
"Write Off Account ${0} does not exist. Please set Write Off Account in General Settings","注销账户 ${0} 不存在。请在通用设置中设置注销账户。",
Write Off Account not set. Please set Write Off Account in General Settings,"未设置注销帐户。 请在通用设置中设置注销账户",
Write Off Entry,注销条目,
Yearly,每年,
Years,年,
Yellow,黄色,
Yes,是,
"check values and click on",检查数值并点击,
"in Batch ${0}",在批次 ${0} 中,
john@doe.com,john@doe.com,
"to apply changes",应用更改,
reports,报告,
setup,设置,
verify the imported data and click on,验证导入的数据并点击,
